brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,0,Yes,No,71890,4,3,0
Lenovo,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,64990,3,0,0
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,65990,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,55999,4,5,1
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,73490,4,213,45
HP,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,74490,4,10,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,58340,4,69,6
acer,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,55999,4,6,0
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,67990,4,93,9
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,59990,4,11,2
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,6,Casual,1,No,Yes,82990,4,262,31
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,64190,3,0,0
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,70090,4,5,1
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,ThinNlight,1,No,No,49990,4,45,3
MSI,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,55490,3,8,1
HP,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,0,Yes,No,97990,5,3,1
ASUS,Intel,Core i5,9.0,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,54990,4,1681,227
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,59990,4,37,2
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,53990,4,61,2
HP,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,66999,4,17,1
acer,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,60990,4,17,1
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,47990,4,1625,152
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,0,ThinNlight,1,No,Yes,59999,4,4,1
DELL,Intel,Core i5,10.0,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,79990,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,63990,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,63990,4,17,1
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,59990,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,55990,3,0,0
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,59990,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,63990,4,3,0
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,69490,3,0,0
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,89390,3,0,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,0,No,No,74990,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,64990,4,48,12
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,66490,4,282,36
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,89702,3,0,0
Lenovo,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,70990,4,67,4
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,58990,3,0,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,57500,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,79990,4,23,2
MSI,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,0,No,No,56541,4,677,87
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,59990,3,3,0
Lenovo,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,64990,4,46,4
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,61290,3,4,1
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,54990,4,9,1
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,59990,4,26,4
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,6,Casual,1,No,No,84990,5,5,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,72500,4,40,3
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,59990,3,44,6
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,87990,4,28,6
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,57990,4,1541,123
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,69490,4,72,7
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,68990,4,44,8
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,0,Casual,1,No,Yes,77990,4,17,2
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,105990,4,59,11
MSI,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,No,No,79990,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,55490,4,337,27
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,69990,4,10,2
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,84990,4,10,2
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,59990,3,31,7
DELL,Intel,Core i5,10.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,111890,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,No,65990,4,10,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,32,0,Casual,1,No,Yes,72990,4,76,14
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,71090,4,44,6
MSI,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Casual,2,No,No,74990,3,0,0
ASUS,Intel,Core i5,10.0,8,LPDDR3,512,0,Windows,64,0,Casual,1,No,Yes,79990,4,11,3
MSI,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,55490,4,138,16
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,ThinNlight,1,No,Yes,66490,4,199,17
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,53400,4,46,6
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,74500,4,45,5
DELL,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,114990,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,ThinNlight,0,No,No,61990,4,35,4
APPLE,Intel,Core i5,10.0,8,LPDDR4X,512,0,Mac,64,0,Casual,1,No,No,159990,4,32,5
APPLE,Intel,Core i5,8.0,8,DDR3,512,0,Mac,64,0,Casual,1,No,No,172090,4,108,13
MSI,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,74990,3,0,0
MSI,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,56490,4,814,112
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,3,No,No,147000,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,55990,4,75,9
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,77990,3,0,0
HP,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,106490,4,3,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,2,Casual,1,No,Yes,70990,4,11,3
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,64990,4,125,11
acer,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,57990,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,64990,4,4,0
MSI,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,54990,4,714,147
HP,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,0,Yes,No,111999,3,0,0
Lenovo,Intel,Core i5,10.0,8,LPDDR4X,512,0,Windows,64,2,Casual,1,No,Yes,70798,4,21,3
Lenovo,Intel,Core i5,9.0,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,59990,3,9,1
acer,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,99500,3,0,0
HP,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,55990,4,30,4
ASUS,Intel,Core i5,8.0,8,LPDDR3,512,0,Windows,64,0,ThinNlight,1,No,No,72990,4,44,4
acer,Intel,Core i5,8.0,8,DDR3,512,0,Windows,64,0,ThinNlight,1,No,No,64990,3,4,1
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,57990,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,76990,4,14,2
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,2,No,Yes,62998,4,739,71
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,77990,4,31,5
HP,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,114990,4,145,19
DELL,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,65990,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,88990,3,19,2
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,0,No,No,113590,3,0,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,Yes,73990,4,32,6
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,61000,4,1124,100
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,99990,4,35,6
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,67990,4,9,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,70799,4,98,6
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,65990,4,31,2
ASUS,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,53690,4,19,3
MSI,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,55990,3,0,0
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,53190,4,11,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,32,2,Casual,2,No,Yes,58999,4,45,3
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,ThinNlight,3,No,No,71990,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,4,Casual,0,No,No,82000,3,0,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,0,No,No,84990,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,0,No,No,89998,3,0,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,99990,3,0,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,0,No,No,84990,3,0,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,69899,4,474,37
DELL,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,79990,3,0,0
DELL,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,76300,4,6,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,55999,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,72900,3,24,4
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,73990,4,195,17
ASUS,Intel,Core i5,11.0,8,LPDDR4,512,0,Windows,64,0,ThinNlight,0,No,No,84990,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,2,Casual,0,No,No,73519,3,0,0
HP,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,No,126000,5,2,1
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,6,Casual,1,No,No,88990,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,Yes,114999,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,82990,4,21,2
acer,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,Yes,No,109999,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,Yes,82990,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,79990,4,5,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,114990,3,0,0
HP,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,129999,3,0,0
MSI,Intel,Core i5,8.0,8,DDR5,512,0,Windows,32,6,Casual,0,No,No,149990,4,10,3
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,0,No,No,71290,3,0,0
DELL,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,79500,4,10,1
DELL,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,82990,3,15,3
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,70980,4,138,23
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,99990,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,0,Casual,0,No,No,94000,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,0,Yes,No,82990,4,16,3
MSI,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,No,No,79990,4,11,4
ASUS,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,85990,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,Casual,0,No,No,86990,3,0,0
ASUS,Intel,Core i5,10.0,8,LPDDR3,512,0,Windows,64,2,Casual,1,No,Yes,105990,5,4,0
ASUS,Intel,Core i5,10.0,8,LPDDR3,512,0,Windows,64,0,Casual,0,No,No,84990,3,0,0
Lenovo,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,59999,4,22,3
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,91999,4,16,2
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,78900,3,16,1
ASUS,Intel,Core i5,10.0,8,LPDDR3,512,0,Windows,64,0,Casual,0,No,No,132790,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,60990,3,14,6
Avita,Intel,Core i5,7.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,65556,3,0,0
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,70190,3,6,3
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,No,79590,3,0,0
Avita,Intel,Core i5,7.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,65556,3,0,0
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,76990,3,0,0
Avita,Intel,Core i5,7.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,65556,3,0,0
Avita,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,44990,3,17,3
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,84990,3,17,2
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,86999,4,3,0
HP,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,2,Casual,1,No,No,78000,4,512,85
Avita,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,73063,3,17,3
Avita,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,73063,3,17,3
HP,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,100990,3,0,0
Lenovo,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,74990,3,3,1
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,75990,4,1365,137
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,2,Casual,1,No,Yes,84086,3,8,3
ASUS,Intel,Core i5,11.0,8,DDR4,1024,0,Windows,64,4,Gaming,0,No,No,75990,4,368,48
ASUS,Intel,Core i5,11.0,8,DDR4,1024,0,Windows,64,4,Gaming,1,No,Yes,77990,4,202,26
ASUS,Intel,Core i5,10.0,8,DDR4,1024,0,Windows,64,4,Casual,1,No,No,77990,4,187,26
APPLE,Intel,Core i5,10.0,16,LPDDR4X,1024,0,Mac,64,0,Casual,1,No,No,179990,4,31,3
APPLE,Intel,Core i5,10.0,16,LPDDR4X,1024,0,Mac,64,0,Casual,1,No,No,179990,4,91,5
ASUS,Intel,Core i5,10.0,8,DDR4,1024,0,Windows,64,4,Casual,0,No,No,82990,4,844,118
ASUS,Intel,Core i5,11.0,8,DDR4,1024,0,Windows,64,4,Casual,1,No,No,87990,3,0,0
ASUS,Intel,Core i5,11.0,8,DDR4,1024,0,Windows,64,4,Casual,0,No,No,84500,4,3,0
DELL,Intel,Core i5,11.0,8,LPDDR4X,1024,0,Windows,64,0,ThinNlight,0,No,No,74190,4,21,3
Lenovo,Intel,Core i5,11.0,8,DDR4,1024,0,Windows,64,0,ThinNlight,1,No,Yes,64990,3,4,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,512,Windows,64,0,ThinNlight,3,Yes,No,155411,3,0,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,512,Windows,64,0,ThinNlight,3,Yes,No,125394,3,0,0
acer,Intel,Core i5,11.0,8,DDR4,0,1024,Windows,64,0,Casual,0,No,No,49990,3,0,0
acer,Intel,Core i5,11.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,No,46990,3,253,28
DELL,Intel,Core i5,11.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,48990,3,470,46
acer,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,2,Casual,1,No,Yes,59999,4,118,28
ASUS,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,No,46990,4,1444,179
MSI,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,4,Casual,2,No,No,52990,4,1114,137
Lenovo,Intel,Core i5,7.0,8,DDR4,0,1024,Windows,32,2,Casual,0,No,No,57999,3,0,0
Lenovo,Intel,Core i5,4.0,8,DDR3,0,1024,Windows,64,0,Casual,0,No,No,52490,3,78,17
Lenovo,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,4,Casual,1,No,No,56990,4,21,5
acer,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,2,ThinNlight,1,No,No,61990,4,73,21
DELL,Intel,Core i5,11.0,8,DDR4,0,1024,Windows,32,0,Casual,0,No,No,58090,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,0,Casual,0,No,No,56990,3,0,0
acer,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,No,61597,3,0,0
ASUS,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,0,No,No,81990,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,0,Casual,0,No,No,61249,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,0,1024,Windows,32,0,Casual,0,No,No,58990,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,2,Casual,0,No,No,83990,3,0,0
MSI,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,6,Casual,0,No,No,291190,4,7,3
MSI,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,6,Casual,0,No,No,145990,4,715,106
MSI,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,8,Casual,0,No,No,179990,4,24,5
HP,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,2,Casual,1,No,Yes,64990,4,23,4
HP,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,0,Casual,1,No,No,46790,4,3062,325
HP,Intel,Core i5,7.0,4,DDR4,0,1024,Windows,64,0,Casual,1,No,No,44599,4,122,12
acer,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,2,Casual,1,No,No,72964,4,18,6
HP,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,32,0,Casual,1,No,Yes,48790,3,11,1
acer,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,2,Casual,1,No,No,56491,3,30,6
ASUS,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,32,0,Casual,1,No,Yes,50990,4,1188,127
ASUS,Intel,Core i5,10.0,8,DDR4,256,1024,Windows,64,4,Gaming,0,No,No,55990,4,23,0
acer,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,57990,4,32,1
ASUS,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,52990,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,57990,4,47,0
acer,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,No,56990,4,27,2
acer,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,0,No,No,55490,3,8,3
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,2,Casual,1,No,No,62490,3,157,20
ASUS,Intel,Core i5,11.0,16,DDR4,256,1024,Windows,64,0,Casual,1,No,No,64990,4,10,1
Lenovo,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,2,Casual,1,No,Yes,59990,4,52,4
ASUS,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,2,Casual,1,No,Yes,60190,4,33,4
ASUS,Intel,Core i5,9.0,8,DDR4,256,1024,Windows,64,4,Gaming,0,No,No,54490,4,343,47
Lenovo,Intel,Core i5,9.0,8,DDR4,256,1024,Windows,64,4,Casual,1,No,Yes,60990,4,131,17
DELL,Intel,Core i5,11.0,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,55790,4,41,4
ASUS,Intel,Core i5,11.0,16,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,64990,4,328,51
ASUS,Intel,Core i5,11.0,16,DDR4,256,1024,Windows,64,0,ThinNlight,0,No,No,58990,4,6,1
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,54990,3,353,28
HP,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,4,Gaming,1,No,Yes,71990,4,127,20
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,2,Casual,1,No,No,69900,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,2,Casual,1,No,Yes,65990,4,241,19
ASUS,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,49990,3,22,2
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,58990,4,8,1
Lenovo,Intel,Core i5,10.0,8,DDR4,256,1024,Windows,64,4,Gaming,0,No,No,74590,4,898,128
ASUS,Intel,Core i5,10.0,8,DDR4,256,1024,Windows,32,2,Casual,0,No,No,58990,5,1,1
ASUS,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,64990,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,2,Casual,0,No,No,66490,3,6,1
DELL,Intel,Core i5,10.0,8,DDR4,256,1024,Windows,64,4,Casual,0,No,No,77900,4,179,34
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,2,Casual,0,No,No,67490,3,41,5
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,61990,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,58990,4,114,9
Lenovo,Intel,Core i5,10.0,8,DDR4,256,1024,Windows,64,4,Gaming,0,No,No,74999,4,268,25
ASUS,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,68900,5,6,1
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,2,Casual,0,No,No,71695,4,153,16
