brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,2591.46,4,35,2
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,32,0,ThinNlight,2,No,Yes,2618.46,4,126,13
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,3941.46,4,74,10
MSI,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,4,Casual,2,No,No,4157.46,4,75,17
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,6,Gaming,1,No,Yes,4859.46,4,124,17
MSI,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Casual,2,No,No,3239.46,4,1597,228
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,3563.46,4,3850,378
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,0,Yes,No,3887.46,4,7,1
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,0,Yes,No,3882.06,4,3,0
Lenovo,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3509.46,3,0,0
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,3563.46,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3023.95,4,5,1
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,3968.46,4,213,45
HP,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,4022.46,4,10,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3150.36,4,69,6
acer,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,3023.95,4,6,0
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3671.46,4,93,9
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,3239.46,4,11,2
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,6,Casual,1,No,Yes,4481.46,4,262,31
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,3466.26,3,0,0
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3784.86,4,5,1
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,ThinNlight,1,No,No,2699.46,4,45,3
MSI,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,2996.46,3,8,1
HP,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,0,Yes,No,5291.46,5,3,1
ASUS,Intel,Core i5,9.0,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,2969.46,4,1681,227
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3239.46,4,37,2
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2915.46,4,61,2
HP,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3617.95,4,17,1
acer,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,3293.46,4,17,1
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2591.46,4,1625,152
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,0,ThinNlight,1,No,Yes,3239.95,4,4,1
DELL,Intel,Core i5,10.0,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,4319.46,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,3455.46,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3455.46,4,17,1
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,3239.46,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,3023.46,3,0,0
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,3239.46,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3455.46,4,3,0
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,3752.46,3,0,0
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,4827.06,3,0,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,0,No,No,4049.46,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,3509.46,4,48,12
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,3590.46,4,282,36
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,4843.91,3,0,0
Lenovo,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,3833.46,4,67,4
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,3185.46,3,0,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,3105.0,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,4319.46,4,23,2
MSI,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,0,No,No,3053.21,4,677,87
ASUS,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3239.46,3,3,0
Lenovo,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,3509.46,4,46,4
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,3309.66,3,4,1
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2969.46,4,9,1
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,3239.46,4,26,4
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,6,Casual,1,No,No,4589.46,5,5,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3915.0,4,40,3
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,3239.46,3,44,6
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,4751.46,4,28,6
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3131.46,4,1541,123
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3752.46,4,72,7
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,3725.46,4,44,8
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,0,Casual,1,No,Yes,4211.46,4,17,2
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,5723.46,4,59,11
MSI,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,No,No,4319.46,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2996.46,4,337,27
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3779.46,4,10,2
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,4589.46,4,10,2
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3239.46,3,31,7
DELL,Intel,Core i5,10.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,6042.06,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,No,3563.46,4,10,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,32,0,Casual,1,No,Yes,3941.46,4,76,14
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3838.86,4,44,6
MSI,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Casual,2,No,No,4049.46,3,0,0
ASUS,Intel,Core i5,10.0,8,LPDDR3,512,0,Windows,64,0,Casual,1,No,Yes,4319.46,4,11,3
MSI,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,2996.46,4,138,16
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,ThinNlight,1,No,Yes,3590.46,4,199,17
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,2883.6,4,46,6
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,4023.0,4,45,5
DELL,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,6209.46,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,ThinNlight,0,No,No,3347.46,4,35,4
APPLE,Intel,Core i5,10.0,8,LPDDR4X,512,0,Mac,64,0,Casual,1,No,No,8639.46,4,32,5
APPLE,Intel,Core i5,8.0,8,DDR3,512,0,Mac,64,0,Casual,1,No,No,9292.86,4,108,13
MSI,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,4049.46,3,0,0
MSI,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,3050.46,4,814,112
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,3,No,No,7938.0,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3023.46,4,75,9
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,4211.46,3,0,0
HP,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,5750.46,4,3,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,2,Casual,1,No,Yes,3833.46,4,11,3
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,3509.46,4,125,11
acer,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,3131.46,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,3509.46,4,4,0
MSI,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,2969.46,4,714,147
HP,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,0,Yes,No,6047.95,3,0,0
Lenovo,Intel,Core i5,10.0,8,LPDDR4X,512,0,Windows,64,2,Casual,1,No,Yes,3823.09,4,21,3
Lenovo,Intel,Core i5,9.0,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,3239.46,3,9,1
acer,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,5373.0,3,0,0
HP,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3023.46,4,30,4
ASUS,Intel,Core i5,8.0,8,LPDDR3,512,0,Windows,64,0,ThinNlight,1,No,No,3941.46,4,44,4
acer,Intel,Core i5,8.0,8,DDR3,512,0,Windows,64,0,ThinNlight,1,No,No,3509.46,3,4,1
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3131.46,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,4157.46,4,14,2
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,2,No,Yes,3401.89,4,739,71
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,4211.46,4,31,5
HP,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,6209.46,4,145,19
DELL,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,3563.46,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,4805.46,3,19,2
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,0,No,No,6133.86,3,0,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,Yes,3995.46,4,32,6
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3294.0,4,1124,100
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,5399.46,4,35,6
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3671.46,4,9,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,3823.15,4,98,6
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3563.46,4,31,2
ASUS,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,2899.26,4,19,3
MSI,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,3023.46,3,0,0
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,2872.26,4,11,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,32,2,Casual,2,No,Yes,3185.95,4,45,3
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,ThinNlight,3,No,No,3887.46,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,4,Casual,0,No,No,4428.0,3,0,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,0,No,No,4589.46,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,0,No,No,4859.89,3,0,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,5399.46,3,0,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,0,No,No,4589.46,3,0,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,3774.55,4,474,37
DELL,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,4319.46,3,0,0
DELL,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,4120.2,4,6,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,3023.95,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3936.6,3,24,4
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,3995.46,4,195,17
ASUS,Intel,Core i5,11.0,8,LPDDR4,512,0,Windows,64,0,ThinNlight,0,No,No,4589.46,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,2,Casual,0,No,No,3970.03,3,0,0
HP,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,No,6804.0,5,2,1
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,6,Casual,1,No,No,4805.46,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,Yes,6209.95,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,4481.46,4,21,2
acer,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,Yes,No,5939.95,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,Yes,4481.46,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,4319.46,4,5,0
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,6209.46,3,0,0
HP,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,7019.95,3,0,0
MSI,Intel,Core i5,8.0,8,DDR5,512,0,Windows,32,6,Casual,0,No,No,8099.46,4,10,3
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,0,No,No,3849.66,3,0,0
DELL,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,4293.0,4,10,1
DELL,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,4481.46,3,15,3
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,3832.92,4,138,23
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,5399.46,3,0,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,0,Casual,0,No,No,5076.0,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,0,Yes,No,4481.46,4,16,3
MSI,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,64,0,Casual,1,No,No,4319.46,4,11,4
ASUS,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,4643.46,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,Casual,0,No,No,4697.46,3,0,0
ASUS,Intel,Core i5,10.0,8,LPDDR3,512,0,Windows,64,2,Casual,1,No,Yes,5723.46,5,4,0
ASUS,Intel,Core i5,10.0,8,LPDDR3,512,0,Windows,64,0,Casual,0,No,No,4589.46,3,0,0
Lenovo,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,3239.95,4,22,3
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,4967.95,4,16,2
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,4260.6,3,16,1
ASUS,Intel,Core i5,10.0,8,LPDDR3,512,0,Windows,64,0,Casual,0,No,No,7170.66,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,3293.46,3,14,6
Avita,Intel,Core i5,7.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3540.02,3,0,0
DELL,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3790.26,3,6,3
DELL,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,No,4297.86,3,0,0
Avita,Intel,Core i5,7.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3540.02,3,0,0
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,4157.46,3,0,0
Avita,Intel,Core i5,7.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3540.02,3,0,0
Avita,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,2429.46,3,17,3
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,4589.46,3,17,2
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,4697.95,4,3,0
HP,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,2,Casual,1,No,No,4212.0,4,512,85
Avita,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3945.4,3,17,3
Avita,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3945.4,3,17,3
HP,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,5453.46,3,0,0
Lenovo,Intel,Core i5,8.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,4049.46,3,3,1
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,4103.46,4,1365,137
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,32,2,Casual,1,No,Yes,4540.64,3,8,3
ASUS,Intel,Core i5,11.0,8,DDR4,1024,0,Windows,64,4,Gaming,0,No,No,4103.46,4,368,48
ASUS,Intel,Core i5,11.0,8,DDR4,1024,0,Windows,64,4,Gaming,1,No,Yes,4211.46,4,202,26
ASUS,Intel,Core i5,10.0,8,DDR4,1024,0,Windows,64,4,Casual,1,No,No,4211.46,4,187,26
APPLE,Intel,Core i5,10.0,16,LPDDR4X,1024,0,Mac,64,0,Casual,1,No,No,9719.46,4,31,3
APPLE,Intel,Core i5,10.0,16,LPDDR4X,1024,0,Mac,64,0,Casual,1,No,No,9719.46,4,91,5
ASUS,Intel,Core i5,10.0,8,DDR4,1024,0,Windows,64,4,Casual,0,No,No,4481.46,4,844,118
ASUS,Intel,Core i5,11.0,8,DDR4,1024,0,Windows,64,4,Casual,1,No,No,4751.46,3,0,0
ASUS,Intel,Core i5,11.0,8,DDR4,1024,0,Windows,64,4,Casual,0,No,No,4563.0,4,3,0
DELL,Intel,Core i5,11.0,8,LPDDR4X,1024,0,Windows,64,0,ThinNlight,0,No,No,4006.26,4,21,3
Lenovo,Intel,Core i5,11.0,8,DDR4,1024,0,Windows,64,0,ThinNlight,1,No,Yes,3509.46,3,4,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,512,Windows,64,0,ThinNlight,3,Yes,No,8392.19,3,0,0
Lenovo,Intel,Core i5,10.0,8,DDR4,512,512,Windows,64,0,ThinNlight,3,Yes,No,6771.28,3,0,0
acer,Intel,Core i5,11.0,8,DDR4,0,1024,Windows,64,0,Casual,0,No,No,2699.46,3,0,0
acer,Intel,Core i5,11.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,No,2537.46,3,253,28
DELL,Intel,Core i5,11.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,2645.46,3,470,46
acer,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,2,Casual,1,No,Yes,3239.95,4,118,28
ASUS,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,No,2537.46,4,1444,179
MSI,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,4,Casual,2,No,No,2861.46,4,1114,137
Lenovo,Intel,Core i5,7.0,8,DDR4,0,1024,Windows,32,2,Casual,0,No,No,3131.95,3,0,0
Lenovo,Intel,Core i5,4.0,8,DDR3,0,1024,Windows,64,0,Casual,0,No,No,2834.46,3,78,17
Lenovo,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,4,Casual,1,No,No,3077.46,4,21,5
acer,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,2,ThinNlight,1,No,No,3347.46,4,73,21
DELL,Intel,Core i5,11.0,8,DDR4,0,1024,Windows,32,0,Casual,0,No,No,3136.86,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,0,Casual,0,No,No,3077.46,3,0,0
acer,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,No,3326.24,3,0,0
ASUS,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,0,No,No,4427.46,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,0,Casual,0,No,No,3307.45,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,0,1024,Windows,32,0,Casual,0,No,No,3185.46,3,0,0
ASUS,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,2,Casual,0,No,No,4535.46,3,0,0
MSI,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,6,Casual,0,No,No,15724.26,4,7,3
MSI,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,6,Casual,0,No,No,7883.46,4,715,106
MSI,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,8,Casual,0,No,No,9719.46,4,24,5
HP,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,2,Casual,1,No,Yes,3509.46,4,23,4
HP,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,0,Casual,1,No,No,2526.66,4,3062,325
HP,Intel,Core i5,7.0,4,DDR4,0,1024,Windows,64,0,Casual,1,No,No,2408.35,4,122,12
acer,Intel,Core i5,8.0,8,DDR4,0,1024,Windows,64,2,Casual,1,No,No,3940.06,4,18,6
HP,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,32,0,Casual,1,No,Yes,2634.66,3,11,1
acer,Intel,Core i5,10.0,8,DDR4,0,1024,Windows,64,2,Casual,1,No,No,3050.51,3,30,6
ASUS,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,32,0,Casual,1,No,Yes,2753.46,4,1188,127
ASUS,Intel,Core i5,10.0,8,DDR4,256,1024,Windows,64,4,Gaming,0,No,No,3023.46,4,23,0
acer,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,3131.46,4,32,1
ASUS,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,2861.46,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,3131.46,4,47,0
acer,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,No,3077.46,4,27,2
acer,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,Casual,0,No,No,2996.46,3,8,3
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,2,Casual,1,No,No,3374.46,3,157,20
ASUS,Intel,Core i5,11.0,16,DDR4,256,1024,Windows,64,0,Casual,1,No,No,3509.46,4,10,1
Lenovo,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,2,Casual,1,No,Yes,3239.46,4,52,4
ASUS,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,2,Casual,1,No,Yes,3250.26,4,33,4
ASUS,Intel,Core i5,9.0,8,DDR4,256,1024,Windows,64,4,Gaming,0,No,No,2942.46,4,343,47
Lenovo,Intel,Core i5,9.0,8,DDR4,256,1024,Windows,64,4,Casual,1,No,Yes,3293.46,4,131,17
DELL,Intel,Core i5,11.0,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,3012.66,4,41,4
ASUS,Intel,Core i5,11.0,16,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,3509.46,4,328,51
ASUS,Intel,Core i5,11.0,16,DDR4,256,1024,Windows,64,0,ThinNlight,0,No,No,3185.46,4,6,1
DELL,Intel,Core i5,11.0,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,2969.46,3,353,28
